,batch_size,lr,mlp_dropout,weight_decay,hidden_size,grad_clip,result_variance,tuning_epochs,tuning_loss_MSE
317,128,1e-06,0.5,0.001,64,2.0,8.510161667760438e-06,40,0.282586282023628
318,16,1e-05,0.3,1e-05,16,1.0,0.00047336061861591997,100,0.15211897458443632
319,16,1e-06,0.4,0.1,16,0.5,1.4000924568880603e-05,100,0.2806046536558614
320,32,0.01,0.4,1e-05,64,,2.2273903340930983e-05,73,0.13901232812576944
321,32,0.01,0.2,1e-05,16,2.0,1.1402002158930534e-05,59,0.1392342873036737
322,128,0.001,0.4,0.001,64,0.5,0.00011603092162409453,100,0.14236056355240445
323,32,1e-05,0.2,0.0,16,,0.001347815134886504,100,0.16381162175231712
324,64,1e-05,0.2,0.01,16,,0.00041248766690622345,100,0.1570797016589156
325,128,0.01,0.3,0.0001,256,1.0,0.00011959481895896052,55,0.13743040304245263
326,256,1e-05,0.1,0.1,8,1.0,0.00022532293143471286,100,0.2325555388301176
327,16,0.01,0.1,0.01,16,5.0,4.3360099446461355e-06,18,0.14845887991063209
328,16,1e-05,0.4,0.0001,256,5.0,0.0004948804153669766,100,0.147150599675886
329,16,0.001,0.1,0.01,8,5.0,2.6792301384515045e-05,45,0.13761708288452873
330,256,1e-05,0.5,0.0001,256,2.0,0.00045494465414300527,100,0.16797527628818099
331,32,1e-05,0.1,1e-05,8,0.5,0.000711004408298543,100,0.14380063327589823
332,16,0.001,0.0,0.001,8,1.0,6.103501357911194e-05,76,0.13996028906980928
333,16,0.0001,0.0,0.0,128,,0.0002283852144983942,100,0.16026214740295391
334,64,0.0001,0.4,0.1,16,0.5,0.0011831004111866295,89,0.1443175370118285
335,32,0.001,0.0,0.1,64,5.0,2.4536423677028458e-05,22,0.14901431178657273
336,32,0.01,0.4,0.001,128,1.0,3.8634825217821116e-05,19,0.14419468439457894
337,32,0.001,0.1,0.0,256,2.0,0.0004909497039559535,100,0.16226048755036865
338,16,0.0001,0.3,0.001,8,0.5,0.000687711447640743,100,0.13732866345800568
339,128,1e-06,0.0,1e-05,128,1.0,0.0004450187997152968,100,0.15894051447686758
340,128,1e-06,0.5,0.01,8,5.0,0.0004720196741173561,30,0.25946305831784255
341,32,0.0001,0.3,0.0,64,2.0,0.00029741492491163363,100,0.13888697251418633
342,64,0.01,0.3,0.001,256,,0.00026149255594806796,34,0.1432940762332117
343,256,0.01,0.0,0.0001,64,1.0,0.00011441646555106307,74,0.1539198927306897
344,32,0.0001,0.1,1e-05,64,5.0,0.00018903149649341774,100,0.14425163767025487
345,16,1e-06,0.2,0.0,8,,0.0005421109718883045,100,0.21427018129220848
346,64,0.0001,0.4,1e-05,64,0.5,0.0004173206203760826,100,0.13939107353692257
347,64,0.0001,0.3,0.0001,8,2.0,0.0008070669214282844,100,0.13956610191771354
348,256,0.01,0.1,0.0001,128,1.0,8.963491693906244e-05,80,0.14518525117258796
349,16,1e-06,0.2,0.001,128,2.0,0.00014831908055556824,100,0.16203625828359092
350,32,0.01,0.0,0.0,128,5.0,0.0001459420453165745,100,0.15152468200024835
351,128,0.0001,0.2,0.0001,128,,0.00029266227373700134,100,0.1417173835430152
352,256,1e-05,0.1,0.0001,128,5.0,0.000864042991257209,100,0.14988984302193692
353,64,0.001,0.3,0.0001,128,2.0,0.0001517485848917423,100,0.14549908348986307
354,256,0.0001,0.0,0.001,128,,0.0005561713011388545,100,0.16179189074155437
355,32,1e-05,0.5,1e-05,16,0.5,0.0007212811385312556,100,0.1561351746776354
356,16,1e-06,0.1,0.1,8,5.0,8.33535621066462e-05,100,0.1846121529475776
357,32,1e-06,0.1,1e-05,64,0.5,0.000451562636808976,100,0.19027361639511925
358,16,0.0001,0.3,0.001,64,,0.000300489455757116,100,0.14221971610546774
359,256,0.01,0.4,0.0,8,1.0,0.00011945216974840055,80,0.13942525122959304
360,64,0.001,0.0,0.01,128,5.0,2.52198639741374e-05,83,0.14142950907028576
361,128,1e-06,0.4,0.001,128,2.0,8.87041292305325e-05,67,0.2341098864265744
362,128,0.01,0.1,0.001,8,2.0,6.200857332640094e-06,34,0.1376936521295709
363,16,0.01,0.5,0.0001,8,0.5,1.6733227905196947e-06,22,0.14868921722655
364,128,0.001,0.4,0.0001,64,1.0,0.00015066787999182447,100,0.14380532568158833
365,256,0.001,0.3,0.0001,8,0.5,0.0003227377874328789,100,0.13827971307362757
366,32,0.01,0.2,1e-05,128,0.5,2.7465770710299087e-05,100,0.13917715403874606
367,32,0.0001,0.0,0.0,8,5.0,0.00045009637995406754,80,0.14036535887232748
368,256,0.001,0.1,0.1,16,0.5,0.00017169101803169484,31,0.138626551991581
369,128,0.0001,0.1,1e-05,128,5.0,0.0002875404906500833,100,0.14750377875471216
370,256,0.001,0.0,1e-05,256,5.0,0.0010422409448827342,100,0.18982789288012827
371,128,0.001,0.3,0.001,16,2.0,0.00014033118354861467,100,0.14308785836343718
372,64,0.001,0.0,0.1,64,1.0,1.9234559361227238e-05,27,0.14890831029502113
373,32,0.01,0.5,0.0001,8,0.5,1.0389705335074169e-05,27,0.15004578357856252
374,64,0.0001,0.0,0.0001,16,2.0,0.00014578463319919638,100,0.14403615214909174
375,16,0.01,0.2,0.0,256,1.0,7.171583177205697e-05,88,0.1468398946598224
376,32,0.0001,0.0,0.1,128,1.0,5.232314846263687e-05,53,0.1418561984301442
377,128,1e-05,0.5,0.1,64,5.0,0.0005302333652002974,100,0.1752554226824606
378,256,0.0001,0.4,0.0001,256,0.5,0.0003789397389362258,100,0.14496432704135226
379,16,1e-05,0.2,0.1,256,,0.0006295100594051496,100,0.14692745320783712
380,16,0.001,0.1,0.1,16,5.0,1.4017878000865044e-05,19,0.1486115193723224
381,64,0.01,0.1,0.01,64,2.0,9.698631188846169e-06,20,0.1470786249041143
382,32,0.001,0.3,0.0001,64,1.0,6.544764854964007e-05,100,0.1436984879646225
383,256,1e-06,0.3,0.001,16,1.0,7.918811241814453e-06,22,0.2775997546872304
384,256,0.01,0.5,0.0,256,1.0,0.00020468732299931458,100,0.143795388584919
385,128,0.001,0.5,0.01,16,1.0,0.0002666087018719536,54,0.1384207873625255
386,64,0.001,0.3,0.001,128,0.5,6.820786075019659e-05,100,0.14249206759020056
387,16,0.001,0.5,0.0001,16,,0.00012454590070713035,39,0.13869562251564527
388,256,0.01,0.4,0.0,64,0.5,7.750333141356285e-05,100,0.14214431124793067
389,64,0.01,0.2,1e-05,64,5.0,4.209654217232238e-05,92,0.14098696459739718
390,16,0.0001,0.5,0.001,16,1.0,0.001088099732161913,71,0.13844803232049843
391,32,0.001,0.0,1e-05,8,,4.269405128839208e-05,100,0.14386570413776203
392,128,1e-05,0.3,0.01,128,5.0,0.0003117370862990044,100,0.15402187551368518
393,128,0.0001,0.5,0.0,256,0.5,0.00047302180940984694,100,0.14185539035850137
394,128,0.001,0.2,0.001,64,1.0,0.000138739579100177,100,0.1497466702275677
395,16,0.0001,0.5,0.0001,16,2.0,0.0009029454957405453,73,0.1379812399708537
396,256,0.0001,0.3,0.001,128,5.0,0.0004967168110179593,100,0.1433794742816434
397,16,0.0001,0.4,0.0001,64,0.5,0.00029052762054249044,97,0.14058364561401032
398,32,1e-05,0.2,0.01,128,,0.0004262840952165237,100,0.14355077308611044
399,32,0.01,0.1,0.0001,128,,5.693273099198978e-05,33,0.13872549422732486
400,32,0.0001,0.5,0.0,8,,0.00015775735957233595,95,0.13927007189552515
401,128,0.0001,0.0,0.0,16,5.0,0.0003458418587216362,100,0.14278047140933642
402,128,0.001,0.2,0.001,16,0.5,7.59282561025807e-05,100,0.14316495361946954
403,64,1e-06,0.2,0.001,128,0.5,0.0003858967534185889,100,0.17929349895812638
404,128,0.01,0.2,0.1,64,2.0,2.1681571182938178e-05,19,0.14864788342984372
405,128,0.001,0.1,0.001,64,2.0,0.0001897993037592561,100,0.15110671695443473
406,32,0.01,0.5,0.0001,8,2.0,9.277428736917033e-06,40,0.14428565012882616
407,128,0.01,0.1,0.1,16,1.0,4.1364990123249285e-05,18,0.14847598458181413
408,16,0.01,0.1,0.01,128,5.0,4.982337591494518e-06,18,0.14813772230781228
409,64,0.001,0.2,0.001,8,1.0,7.155779423428288e-05,100,0.14116339417817778
410,128,0.001,0.4,0.001,64,,0.0001405234601757107,90,0.1391061735430718
411,256,1e-06,0.0,0.001,16,1.0,3.6804351558652885e-05,100,0.2473853993821757
412,32,0.0001,0.4,0.001,128,0.5,0.00042846442879336825,100,0.14301655958455167
413,128,0.01,0.2,0.1,256,5.0,0.0006479178641357142,19,0.14913984946777126
414,64,0.0001,0.0,1e-05,8,0.5,0.0005655522766985796,100,0.13988779471349683
415,32,0.001,0.3,0.1,8,,0.0004104314213149833,21,0.1486767693002701
416,256,0.0001,0.1,0.0,64,0.5,0.00027601230434498483,100,0.14151952880239885
417,256,0.0001,0.1,1e-05,64,0.5,0.00041856942373750253,100,0.14247194306770905
418,256,0.001,0.2,0.0001,128,2.0,0.000283229897690615,100,0.1553457151609133
419,128,0.001,0.3,0.0,64,0.5,0.00014800170799783398,100,0.1461515137041667
420,256,0.001,0.4,0.01,256,5.0,0.00021677281894677037,54,0.13844640790856985
421,16,1e-05,0.0,0.1,8,0.5,0.00220881324226605,100,0.15208120864244531
422,32,0.0001,0.3,0.0001,128,2.0,0.00033091294505588846,100,0.14488917077225558
423,256,1e-05,0.1,1e-05,16,2.0,0.00023139569753838528,100,0.15394873926422512
424,64,1e-06,0.4,0.001,16,2.0,0.00010157313088166295,88,0.234122220350687
425,32,1e-05,0.4,0.1,64,2.0,0.0005891023084420085,100,0.1539505574388832
426,32,0.001,0.2,1e-05,64,5.0,0.00011203507872034478,100,0.14691905787705214
427,16,0.0001,0.4,1e-05,64,,0.00040417690864405004,100,0.1408089010892766
428,64,1e-06,0.1,1e-05,256,1.0,0.0008051846400761356,100,0.1676538946418981
429,64,0.0001,0.2,0.001,16,0.5,0.0004488097970322261,100,0.13860058675755055
430,64,0.001,0.0,1e-05,16,,0.00012726848152964124,100,0.15591067725312305
431,64,0.0001,0.2,0.01,16,2.0,0.0006746893232366534,94,0.1390955319828752
432,64,0.0001,0.3,1e-05,128,2.0,0.0003438135505214726,100,0.14001053530073065
433,16,1e-05,0.5,1e-05,256,,0.0006823798032814432,100,0.1547927020131879
434,256,0.001,0.0,0.001,64,5.0,0.0005875386552502141,100,0.18172024338091305
435,32,0.0001,0.2,0.1,16,,0.0006492849455530689,55,0.14177769659251452
436,128,0.0001,0.1,0.1,64,,0.00040389008242812456,100,0.14974727782681635
437,256,0.0001,0.1,0.0001,8,2.0,0.0004934657691636154,100,0.14117999569544618
438,16,0.01,0.1,0.1,256,5.0,1.4893845539195143e-05,23,0.14927093563931448
439,32,0.01,0.5,0.01,8,2.0,9.253442646015978e-06,20,0.14889327964905322
440,64,0.0001,0.4,0.001,8,,0.0012295085967980585,100,0.13846145517777203
441,32,1e-06,0.4,0.0,128,5.0,0.00015151669110151833,100,0.18785570206908903
442,128,1e-06,0.4,0.1,16,5.0,6.850854674553092e-05,47,0.2941544914655672
443,128,1e-05,0.2,0.1,16,,0.0005882481981006669,100,0.17241096601791064
444,256,0.01,0.4,0.1,128,1.0,5.300605127002316e-05,21,0.1486130239950691
445,32,0.0001,0.3,0.1,64,1.0,0.0003238591664200773,64,0.1454995251203097
446,256,0.001,0.2,0.0,128,,0.00026214650377072305,100,0.1578784015596617
447,16,0.0001,0.4,0.0001,128,5.0,0.0002898433855584852,100,0.1426817413976078
448,32,0.0001,0.1,0.1,256,5.0,9.473242901021314e-05,59,0.1412691375544868
449,128,0.001,0.0,0.001,128,5.0,0.0004822453049450312,100,0.1767300111001527
450,128,1e-06,0.4,0.1,128,,0.00011857386377277243,100,0.2508837037963781
451,256,0.01,0.0,1e-05,256,1.0,0.0009353774377474129,100,0.1894180382184472
452,16,1e-05,0.4,1e-05,8,5.0,0.0006751474361713015,100,0.15050536515275334
453,16,0.01,0.4,1e-05,128,5.0,9.742289975426558e-05,44,0.14114288644317624
454,16,0.001,0.5,1e-05,8,0.5,0.0002819247693296461,59,0.138820883385252
455,128,0.0001,0.0,0.01,16,0.5,0.00031185679730889626,100,0.14368867409921007
456,32,0.01,0.3,0.0001,16,,1.3593917317001783e-05,32,0.1391535901625675
457,64,0.001,0.3,0.1,16,5.0,0.00028099955693107297,28,0.148880760441065
458,16,0.01,0.4,0.1,64,,3.907620265599668e-06,27,0.14823038719485748
459,256,0.001,0.2,0.0001,128,2.0,0.0003283485659058327,100,0.15693883387018526
460,16,0.01,0.4,0.0,256,,0.0002803360259710882,71,0.1682060050666125
461,128,0.001,0.5,0.1,8,1.0,9.788243798621827e-05,29,0.14551331441670842
462,256,1e-05,0.0,0.01,128,0.5,0.0006916252688667465,100,0.14729393899772134
463,32,1e-05,0.0,0.0001,256,0.5,0.000432298765529027,100,0.14980221045274053
464,32,1e-06,0.4,0.0001,16,,5.889840281870437e-05,46,0.2612811813220289
465,32,0.0001,0.5,0.1,16,,0.0006719302326395483,52,0.1428799648492845
466,16,1e-06,0.1,0.1,8,,0.001696916585497645,100,0.20122577900415167
467,128,0.001,0.4,1e-05,256,0.5,0.0001973851957743171,100,0.14744059277583196
468,256,0.01,0.4,0.001,8,0.5,4.478969640661364e-05,47,0.13929040605219145
469,128,1e-05,0.0,1e-05,16,,0.0003506401569809247,100,0.15562934620749877
470,16,1e-06,0.5,0.001,256,,0.00017171396239824163,100,0.18946496346412722
471,256,0.0001,0.5,0.0001,8,1.0,0.000954379780429852,100,0.14884234915349615
472,32,1e-05,0.4,0.001,128,5.0,0.0004312662412632684,100,0.15883266822518452
473,32,1e-06,0.2,0.1,256,,0.00028261819959279666,100,0.15783031582625232
474,64,0.0001,0.4,0.0,128,2.0,0.0003480897084607004,100,0.13904551579626673
475,64,1e-06,0.2,1e-05,16,0.5,1.2796182175622322e-06,24,0.2766893323715401
476,128,0.001,0.3,0.0001,256,1.0,0.00029884152598369317,100,0.15079941747915918
477,256,1e-06,0.4,0.001,128,0.5,2.6499672308383774e-05,59,0.2617986730666853
478,128,0.01,0.5,0.0,8,0.5,6.591852256355962e-05,90,0.14082230691117822
479,256,0.0001,0.4,0.1,64,1.0,0.0006660120018618891,100,0.14072939473527268
480,64,1e-06,0.0,0.001,16,1.0,0.00011577880243012845,100,0.17887310011259294
481,32,0.001,0.0,0.1,16,0.5,5.878079150318396e-05,22,0.14864847054284344
482,128,0.01,0.4,0.01,256,1.0,0.0004955531295911673,20,0.14847006714223904
483,16,0.001,0.5,0.0001,16,1.0,0.00013879480773856042,49,0.13973642711303066
484,16,0.001,0.3,0.0001,16,0.5,8.154740924429368e-05,39,0.13916476123692512
485,128,1e-06,0.5,0.0,128,2.0,2.2831521125740842e-05,38,0.2646218344476009
486,32,0.001,0.0,0.001,64,1.0,7.011802542699945e-05,100,0.150888510993821
487,32,0.01,0.3,0.0,128,2.0,7.978200516149503e-05,100,0.14122459714076352
488,256,0.0001,0.1,0.001,16,5.0,0.0006503600347247589,100,0.14053761446285445
489,64,0.001,0.1,0.0001,64,0.5,0.00022444844839350844,100,0.15860822220450063
490,16,0.01,0.5,0.01,8,1.0,2.5688981576290313e-06,24,0.14865907762015834
491,16,0.01,0.3,0.001,128,5.0,5.1503914260090565e-05,19,0.14417855016074302
492,16,0.001,0.0,0.1,128,1.0,1.9369225269011012e-05,20,0.14872156726435873
493,64,1e-06,0.4,1e-05,128,1.0,0.00015614323521731565,100,0.21114535887594268
494,64,0.001,0.5,0.0001,256,2.0,0.00014349534501683595,100,0.1416173212846341
495,64,0.0001,0.3,0.01,256,,0.00040353030753813583,100,0.14345685805273686
496,256,1e-05,0.2,0.1,64,1.0,0.00022540957032542763,100,0.15668938931717152
497,128,1e-05,0.5,0.0001,8,2.0,0.0013136920557580702,100,0.1564538527562272
498,16,1e-05,0.0,1e-05,16,,0.0012512295023047908,100,0.14486204966685273
499,16,1e-06,0.1,1e-05,256,,0.0003585042043198932,100,0.15187606753534208
