pitcher,CH,CU,EP,FA,FC,FF,FO,FS,KC,KN,SC,SI,SL,ST,SV
677020,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1
677053,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
677076,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
677161,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
677865,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,0,-1
677944,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
677955,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
677958,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
677960,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,0,-1
677976,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
678020,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1
678061,-1,0,-1,-1,-1,0,-1,2,-1,-1,-1,-1,-1,-1,-1
678226,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
678368,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1
678394,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
678495,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
678606,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
678692,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
678821,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
678906,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1
679156,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,0,-1,-1
679525,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
679885,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1
680570,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
680573,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680686,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
680694,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
680704,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,1,1,-1,-1
680723,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
680730,-1,0,-1,-1,-1,0,-1,2,-1,-1,-1,-1,0,-1,-1
680732,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680736,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,0,-1,-1
680739,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
680742,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
680744,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1
680767,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680880,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680885,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1
680891,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680897,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
680911,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681035,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,-1,1,1,-1
681066,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
681190,0,2,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
681217,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1
681293,2,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
681347,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681402,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
681432,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1
681517,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
681676,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
681799,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
681810,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,1,-1,-1
681857,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
681867,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1
681869,2,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
681870,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
681871,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
681882,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
681892,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,0,-1,-1
681911,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
681982,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,1,-1,-1
682052,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
682073,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
682120,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
682175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
682227,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
682243,-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,1,-1
682254,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
682610,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
682842,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
682847,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,1,-1,-1
682989,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
682990,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
683003,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
683004,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
683068,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
683155,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
683232,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
683409,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
683568,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,-1,-1
683618,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
683627,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
683769,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
683822,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
684007,1,0,-1,-1,-1,0,-1,2,-1,-1,-1,2,-1,0,-1
684320,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1
685107,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1
685116,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,0,-1
685126,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
685299,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
685801,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
686539,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
686563,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
686580,-1,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
686613,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1
686642,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,0,-1,-1
686654,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
686730,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1
686747,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1
686751,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
686752,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
686790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
686796,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1
686799,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1
686826,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1
686973,2,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1
686993,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
687014,-1,-1,-1,-1,1,1,-1,-1,3,-1,-1,1,-1,-1,-1
687134,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1
687287,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
687330,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,0,-1,1,-1
687362,2,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
687377,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
687396,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
687424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
687589,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
687765,0,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
687792,1,-1,-1,-1,-1,0,-1,-1,2,-1,-1,-1,0,-1,-1
687798,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1
687863,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
687911,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
687922,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
687924,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
688107,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,0,-1
688297,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,-1,-1
689017,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
689147,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
689225,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
689254,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
689672,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1
689690,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,1,-1
689958,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
689981,2,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
690544,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1
690829,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
690916,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1
690925,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
690986,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1
691032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
691172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1
691441,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
691951,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1
692230,2,1,-1,-1,1,2,-1,-1,-1,-1,-1,1,1,-1,-1
692285,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
693312,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
693433,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,1,-1
693821,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1
694037,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
694297,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
694350,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694357,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1
694361,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694363,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
694381,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
694462,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1
694646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
694738,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1
694813,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1
694973,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1
695076,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
695243,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
695549,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
696131,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,1,-1
696136,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,2,0,-1,-1
700187,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1
700241,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,1,-1,-1
700249,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,2,-1,0,-1
700270,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,1,-1,-1
700363,2,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
700669,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
701151,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
701542,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1
701581,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
701603,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
701643,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
702352,0,-1,-1,-1,1,2,-1,-1,-1,-1,-1,1,-1,1,-1
702674,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
702795,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
800049,0,2,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1
802363,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
805673,0,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
806185,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1
808967,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,-1,-1
814005,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1
